,Timestamp,Duration (seconds),Weekday
2116,2023-05-29 08:00:00,411,2
2117,2023-03-12 08:00:00,383,2
2118,2023-04-29 08:00:00,115,3
2119,2023-03-20 08:00:00,567,5
2120,2023-02-10 09:00:00,589,0
2121,2023-06-06 09:00:00,153,6
2122,2023-06-21 08:00:00,226,6
2123,2023-04-19 09:00:00,76,3
2124,2023-03-26 09:00:00,282,5
2125,2023-03-29 08:00:00,452,1
2126,2023-06-12 09:00:00,273,4
2127,2023-02-26 09:00:00,305,4
2128,2023-05-15 08:00:00,531,0
2129,2023-04-14 08:00:00,310,6
2130,2023-02-15 08:00:00,80,5
2131,2023-04-28 09:00:00,579,0
2132,2023-02-27 09:00:00,231,0
2133,2023-05-30 08:00:00,575,0
2134,2023-03-20 08:00:00,545,0
2135,2023-06-07 08:00:00,570,0
2136,2023-05-13 09:00:00,147,6
2137,2023-04-14 09:00:00,178,2
2138,2023-05-13 08:00:00,141,5
2139,2023-05-19 09:00:00,302,6
2140,2023-02-14 09:00:00,531,2
2141,2023-06-20 09:00:00,196,0
2142,2023-04-26 09:00:00,101,2
2143,2023-06-06 08:00:00,347,3
2144,2023-05-17 09:00:00,230,3
2145,2023-05-06 09:00:00,372,4
2146,2023-01-31 09:00:00,445,1
2147,2023-04-22 08:00:00,84,1
2148,2023-05-25 08:00:00,357,0
2149,2023-02-21 09:00:00,246,6
2150,2023-01-22 08:00:00,173,5
2151,2023-01-24 09:00:00,171,2
2152,2023-02-13 08:00:00,436,1
2153,2023-04-20 09:00:00,501,4
2154,2023-02-14 08:00:00,361,0
2155,2023-04-13 08:00:00,479,6
2156,2023-04-03 08:00:00,437,1
2157,2023-05-15 09:00:00,527,0
2158,2023-02-09 09:00:00,64,0
2159,2023-02-28 09:00:00,314,0
2160,2023-02-24 09:00:00,569,4
2161,2023-03-27 08:00:00,161,1
2162,2023-02-20 08:00:00,344,0
2163,2023-02-06 08:00:00,160,4
2164,2023-04-12 09:00:00,580,5
2165,2023-01-08 09:00:00,561,4
2166,2023-02-25 09:00:00,535,5
2167,2023-06-27 08:00:00,213,2
2168,2023-03-13 08:00:00,445,0
2169,2023-02-16 09:00:00,583,5
2170,2023-06-10 08:00:00,329,6
2171,2023-01-03 08:00:00,318,2
2172,2023-05-06 08:00:00,270,1
2173,2023-01-31 09:00:00,158,6
2174,2023-06-29 08:00:00,200,4
2175,2023-04-06 09:00:00,484,4
2176,2023-02-25 09:00:00,165,3
2177,2023-04-08 09:00:00,431,0
2178,2023-05-18 09:00:00,304,2
2179,2023-05-08 09:00:00,367,0
2180,2023-01-23 08:00:00,92,1
2181,2023-02-22 09:00:00,569,5
2182,2023-06-05 08:00:00,172,4
2183,2023-04-17 09:00:00,159,6
2184,2023-06-19 09:00:00,157,6
2185,2023-02-03 08:00:00,585,1
2186,2023-06-27 09:00:00,537,0
2187,2023-01-20 09:00:00,437,2
2188,2023-05-31 08:00:00,423,4
2189,2023-04-14 09:00:00,340,0
2190,2023-01-31 09:00:00,427,0
2191,2023-05-05 08:00:00,471,1
2192,2023-03-20 09:00:00,269,5
2193,2023-01-25 08:00:00,483,6
2194,2023-05-13 09:00:00,377,6
2195,2023-02-07 08:00:00,203,1
2196,2023-06-02 09:00:00,159,5
2197,2023-05-02 09:00:00,235,5
2198,2023-04-26 08:00:00,126,4
2199,2023-03-29 08:00:00,111,6
2200,2023-05-12 09:00:00,393,0
2201,2023-03-06 09:00:00,369,0
2202,2023-02-27 09:00:00,421,0
2203,2023-04-24 08:00:00,325,0
2204,2023-02-10 08:00:00,364,0
2205,2023-01-24 09:00:00,467,6
2206,2023-03-25 08:00:00,320,3
2207,2023-04-02 08:00:00,406,5
2208,2023-04-15 09:00:00,306,4
2209,2023-04-01 09:00:00,180,1
2210,2023-05-17 09:00:00,353,0
2211,2023-02-10 08:00:00,447,1
2212,2023-02-13 08:00:00,95,0
2213,2023-05-12 08:00:00,321,2
2214,2023-02-06 09:00:00,316,0
2215,2023-03-14 09:00:00,363,3
2216,2023-05-27 08:00:00,595,1
2217,2023-02-27 09:00:00,441,1
2218,2023-04-03 09:00:00,511,1
2219,2023-03-03 09:00:00,368,3
2220,2023-04-15 08:00:00,534,0
2221,2023-01-01 08:00:00,72,3
2222,2023-03-18 09:00:00,517,3
2223,2023-03-13 08:00:00,134,3
2224,2023-03-03 09:00:00,239,0
2225,2023-01-26 08:00:00,390,1
2226,2023-02-08 09:00:00,581,1
2227,2023-03-07 09:00:00,564,0
2228,2023-05-31 09:00:00,501,2
2229,2023-03-16 08:00:00,442,1
2230,2023-05-27 08:00:00,592,5
2231,2023-01-28 08:00:00,226,5
2232,2023-04-03 09:00:00,242,2
2233,2023-04-19 09:00:00,246,2
2234,2023-03-13 08:00:00,210,5
2235,2023-03-31 08:00:00,95,3
2236,2023-03-10 09:00:00,94,5
2237,2023-01-20 08:00:00,139,4
2238,2023-04-14 09:00:00,391,3
2239,2023-02-27 09:00:00,93,3
2240,2023-04-25 08:00:00,579,5
2241,2023-06-27 09:00:00,407,0
2242,2023-04-16 09:00:00,278,3
2243,2023-01-20 08:00:00,121,4
2244,2023-02-11 09:00:00,562,0
2245,2023-04-27 09:00:00,246,6
2246,2023-02-09 09:00:00,468,5
2247,2023-06-17 08:00:00,302,0
2248,2023-05-10 09:00:00,309,2
2249,2023-03-08 09:00:00,135,2
2250,2023-01-25 08:00:00,565,6
2251,2023-06-26 09:00:00,414,0
2252,2023-05-22 09:00:00,435,3
2253,2023-01-16 09:00:00,281,3
2254,2023-03-07 09:00:00,136,6
2255,2023-04-06 08:00:00,98,0
2256,2023-05-05 08:00:00,405,0
2257,2023-03-27 08:00:00,333,1
2258,2023-01-13 09:00:00,206,6
2259,2023-05-08 08:00:00,272,0
2260,2023-05-02 09:00:00,446,2
2261,2023-04-08 09:00:00,313,2
2262,2023-06-13 09:00:00,174,1
2263,2023-03-21 09:00:00,441,3
2264,2023-06-07 08:00:00,193,0
2265,2023-01-09 09:00:00,513,0
2266,2023-05-10 08:00:00,120,3
2267,2023-02-25 09:00:00,216,1
2268,2023-05-26 08:00:00,153,0
2269,2023-03-14 08:00:00,544,2
2270,2023-01-17 08:00:00,138,6
2271,2023-05-25 08:00:00,294,3
2272,2023-03-19 08:00:00,133,0
2273,2023-05-28 08:00:00,567,2
2274,2023-02-03 09:00:00,478,4
2275,2023-02-01 08:00:00,480,4
2276,2023-03-11 08:00:00,589,5
2277,2023-06-04 09:00:00,236,5
2278,2023-06-15 09:00:00,372,5
2279,2023-01-27 08:00:00,234,5
2280,2023-05-04 08:00:00,353,0
2281,2023-01-27 08:00:00,456,4
2282,2023-06-04 09:00:00,469,0
2283,2023-05-06 09:00:00,467,5
2284,2023-03-02 09:00:00,446,4
2285,2023-06-27 08:00:00,231,4
2286,2023-03-02 09:00:00,442,6
2287,2023-06-09 09:00:00,197,6
2288,2023-02-05 08:00:00,323,0
2289,2023-06-25 08:00:00,190,2
2290,2023-03-11 08:00:00,357,5
2291,2023-01-30 09:00:00,252,0
2292,2023-05-11 08:00:00,262,3
2293,2023-03-27 08:00:00,465,0
2294,2023-01-29 08:00:00,294,0
2295,2023-02-14 08:00:00,278,1
2296,2023-03-16 09:00:00,372,6
2297,2023-06-24 09:00:00,459,0
2298,2023-05-12 09:00:00,405,4
2299,2023-03-07 09:00:00,585,0
2300,2023-01-30 08:00:00,541,1
2301,2023-06-08 08:00:00,422,2
2302,2023-06-21 08:00:00,325,5
2303,2023-05-21 09:00:00,129,4
2304,2023-03-06 08:00:00,227,0
2305,2023-04-29 08:00:00,213,0
2306,2023-01-04 08:00:00,183,0
2307,2023-04-17 08:00:00,560,4
2308,2023-04-28 09:00:00,550,1
2309,2023-05-20 08:00:00,531,4
2310,2023-01-08 09:00:00,225,5
2311,2023-01-28 09:00:00,531,3
2312,2023-02-05 08:00:00,229,3
2313,2023-04-02 08:00:00,250,0
2314,2023-02-01 08:00:00,353,2
2315,2023-03-23 09:00:00,63,2
2316,2023-01-20 08:00:00,480,5
2317,2023-03-19 08:00:00,519,2
2318,2023-01-28 08:00:00,521,0
2319,2023-06-18 08:00:00,121,4
2320,2023-02-15 08:00:00,202,2
2321,2023-01-18 09:00:00,134,5
2322,2023-06-02 09:00:00,91,1
2323,2023-06-09 08:00:00,531,0
2324,2023-04-21 09:00:00,587,4
2325,2023-01-24 09:00:00,74,0
2326,2023-02-19 08:00:00,71,0
2327,2023-06-01 08:00:00,512,6
2328,2023-05-06 09:00:00,443,2
2329,2023-05-03 09:00:00,599,0
2330,2023-02-15 09:00:00,535,4
2331,2023-03-04 08:00:00,448,0
2332,2023-06-26 08:00:00,549,5
2333,2023-02-27 09:00:00,411,4
2334,2023-05-22 08:00:00,298,5
2335,2023-06-20 09:00:00,494,0
2336,2023-06-15 09:00:00,66,6
2337,2023-04-14 08:00:00,118,0
2338,2023-04-03 09:00:00,323,2
2339,2023-03-01 09:00:00,556,3
2340,2023-05-10 09:00:00,188,5
2341,2023-05-14 08:00:00,104,1
2342,2023-02-18 08:00:00,238,5
2343,2023-05-05 08:00:00,202,1
2344,2023-02-05 09:00:00,113,1
2345,2023-01-17 08:00:00,250,6
2346,2023-05-08 09:00:00,330,6
2347,2023-01-29 08:00:00,236,0
2348,2023-03-19 08:00:00,288,0
2349,2023-01-08 08:00:00,76,0
2350,2023-01-20 08:00:00,552,4
2351,2023-04-04 09:00:00,95,0
2352,2023-01-06 08:00:00,66,5
2353,2023-03-02 09:00:00,287,3
2354,2023-01-26 09:00:00,343,2
2355,2023-01-07 09:00:00,408,6
2356,2023-03-13 09:00:00,380,1
2357,2023-01-21 09:00:00,319,0
2358,2023-05-06 08:00:00,535,2
2359,2023-03-10 08:00:00,292,5
2360,2023-01-28 08:00:00,210,0
2361,2023-03-10 08:00:00,230,0
2362,2023-01-24 08:00:00,293,2
2363,2023-04-03 08:00:00,485,4
2364,2023-06-10 09:00:00,384,4
2365,2023-02-13 09:00:00,302,0
2366,2023-01-18 09:00:00,148,6
2367,2023-03-26 08:00:00,82,0
2368,2023-05-16 09:00:00,488,6
2369,2023-05-12 09:00:00,519,0
2370,2023-01-12 09:00:00,569,3
2371,2023-01-14 09:00:00,278,2
2372,2023-01-10 08:00:00,517,0
2373,2023-02-08 09:00:00,527,2
2374,2023-04-04 09:00:00,366,0
2375,2023-03-07 09:00:00,551,5
2376,2023-04-15 08:00:00,589,1
2377,2023-02-13 08:00:00,149,0
2378,2023-04-01 09:00:00,382,0
2379,2023-01-05 08:00:00,594,4
2380,2023-04-27 09:00:00,141,2
2381,2023-04-14 09:00:00,475,1
2382,2023-04-01 09:00:00,259,6
2383,2023-05-25 08:00:00,368,1
2384,2023-04-08 08:00:00,229,0
2385,2023-01-22 09:00:00,78,1
2386,2023-02-17 08:00:00,261,1
2387,2023-02-07 08:00:00,584,5
2388,2023-01-28 09:00:00,379,5
2389,2023-05-04 09:00:00,436,5
2390,2023-05-28 08:00:00,92,5
2391,2023-06-07 09:00:00,231,0
2392,2023-02-07 09:00:00,229,0
2393,2023-01-17 08:00:00,382,1
2394,2023-01-22 09:00:00,123,0
2395,2023-02-02 08:00:00,395,1
2396,2023-05-09 08:00:00,288,2
2397,2023-02-03 09:00:00,592,0
2398,2023-06-23 09:00:00,276,0
2399,2023-03-28 09:00:00,552,1
2400,2023-06-26 09:00:00,406,2
2401,2023-06-29 09:00:00,593,0
2402,2023-01-22 09:00:00,93,1
2403,2023-01-24 08:00:00,325,4
2404,2023-06-01 08:00:00,82,0
2405,2023-05-09 08:00:00,349,6
2406,2023-04-09 08:00:00,71,0
2407,2023-05-10 09:00:00,439,5
2408,2023-02-27 08:00:00,343,3
2409,2023-05-07 09:00:00,552,3
2410,2023-01-28 08:00:00,242,3
2411,2023-01-05 09:00:00,189,2
2412,2023-04-28 08:00:00,170,5
2413,2023-06-04 09:00:00,533,6
2414,2023-04-15 08:00:00,195,3
2415,2023-04-05 09:00:00,512,0
2416,2023-01-30 09:00:00,185,5
2417,2023-01-13 08:00:00,548,0
2418,2023-03-02 09:00:00,273,0
2419,2023-01-30 08:00:00,200,1
2420,2023-06-15 08:00:00,118,0
2421,2023-06-10 08:00:00,462,0
2422,2023-05-10 08:00:00,273,5
2423,2023-03-30 08:00:00,193,4
2424,2023-02-10 08:00:00,502,4
2425,2023-04-27 08:00:00,145,4
2426,2023-05-29 08:00:00,284,1
2427,2023-01-21 09:00:00,473,4
2428,2023-05-23 08:00:00,100,6
2429,2023-04-15 09:00:00,422,2
2430,2023-02-28 09:00:00,276,5
2431,2023-01-31 08:00:00,232,0
2432,2023-03-14 08:00:00,220,0
2433,2023-02-23 09:00:00,348,0
2434,2023-06-08 09:00:00,224,2
2435,2023-03-22 09:00:00,158,0
2436,2023-06-27 09:00:00,215,1
2437,2023-06-17 09:00:00,273,4
2438,2023-05-21 08:00:00,131,4
2439,2023-02-18 08:00:00,582,6
2440,2023-01-17 09:00:00,463,3
2441,2023-02-01 08:00:00,82,0
2442,2023-05-04 09:00:00,518,6
2443,2023-03-18 08:00:00,513,2
2444,2023-06-14 09:00:00,253,2
2445,2023-05-12 09:00:00,132,5
2446,2023-03-03 09:00:00,520,2
2447,2023-06-11 08:00:00,430,6
2448,2023-04-17 08:00:00,465,0
2449,2023-05-25 09:00:00,394,2
2450,2023-04-16 08:00:00,548,1
2451,2023-01-11 08:00:00,296,4
2452,2023-02-08 09:00:00,135,4
2453,2023-01-09 09:00:00,306,0
2454,2023-01-18 09:00:00,501,2
2455,2023-05-23 08:00:00,334,0
2456,2023-03-30 09:00:00,335,3
2457,2023-06-15 09:00:00,135,6
2458,2023-05-02 09:00:00,139,0
2459,2023-03-15 08:00:00,351,5
2460,2023-05-22 08:00:00,192,0
2461,2023-02-14 09:00:00,300,5
2462,2023-03-30 09:00:00,569,1
2463,2023-04-20 09:00:00,372,3
2464,2023-04-29 09:00:00,500,2
2465,2023-04-23 09:00:00,414,0
2466,2023-05-29 09:00:00,358,0
2467,2023-04-23 09:00:00,316,6
2468,2023-01-09 09:00:00,566,1
2469,2023-04-09 09:00:00,524,6
2470,2023-03-16 09:00:00,185,0
2471,2023-01-03 08:00:00,339,0
2472,2023-05-24 09:00:00,141,2
2473,2023-04-16 08:00:00,367,1
2474,2023-06-06 08:00:00,167,1
2475,2023-01-20 08:00:00,596,4
2476,2023-02-14 09:00:00,72,2
2477,2023-04-12 09:00:00,172,4
2478,2023-02-27 08:00:00,401,0
2479,2023-05-25 08:00:00,559,4
2480,2023-01-20 09:00:00,164,5
2481,2023-04-07 08:00:00,524,6
2482,2023-01-09 09:00:00,329,5
2483,2023-05-31 08:00:00,435,2
2484,2023-04-23 08:00:00,396,0
2485,2023-05-23 09:00:00,73,3
2486,2023-04-24 09:00:00,361,5
2487,2023-03-28 08:00:00,507,3
2488,2023-02-19 09:00:00,94,5
2489,2023-04-11 08:00:00,387,0
2490,2023-01-22 08:00:00,71,0
2491,2023-05-09 08:00:00,577,1
2492,2023-03-31 08:00:00,495,4
2493,2023-03-02 08:00:00,95,0
2494,2023-06-03 08:00:00,217,0
2495,2023-01-24 09:00:00,468,5
2496,2023-06-01 08:00:00,441,0
2497,2023-01-13 09:00:00,96,0
2498,2023-03-10 09:00:00,576,0
2499,2023-05-06 08:00:00,315,2
2500,2023-06-17 09:00:00,282,0
2501,2023-03-27 09:00:00,580,0
2502,2023-02-03 08:00:00,555,4
2503,2023-03-25 09:00:00,250,3
2504,2023-06-24 08:00:00,476,1
2505,2023-01-20 09:00:00,571,4
2506,2023-04-04 09:00:00,379,3
2507,2023-06-03 08:00:00,457,2
2508,2023-06-25 09:00:00,179,1
2509,2023-06-02 09:00:00,355,5
2510,2023-01-26 09:00:00,374,6
2511,2023-01-21 08:00:00,442,1
2512,2023-02-02 09:00:00,477,3
2513,2023-04-30 09:00:00,274,3
2514,2023-01-16 08:00:00,402,0
2515,2023-03-31 09:00:00,465,6
2516,2023-03-25 08:00:00,480,2
2517,2023-01-25 09:00:00,194,0
2518,2023-04-27 09:00:00,539,0
2519,2023-03-08 08:00:00,206,1
2520,2023-06-10 08:00:00,377,1
2521,2023-01-09 09:00:00,521,0
2522,2023-06-08 09:00:00,204,5
2523,2023-02-03 09:00:00,458,3
2524,2023-03-20 08:00:00,522,1
2525,2023-05-13 08:00:00,109,5
2526,2023-04-24 08:00:00,413,4
2527,2023-02-05 08:00:00,218,2
2528,2023-04-29 09:00:00,356,2
2529,2023-04-29 09:00:00,317,5
2530,2023-06-10 08:00:00,332,3
2531,2023-05-30 09:00:00,437,0
2532,2023-06-11 09:00:00,529,4
2533,2023-03-15 09:00:00,534,5
2534,2023-02-12 08:00:00,427,3
2535,2023-04-07 09:00:00,105,6
2536,2023-03-18 08:00:00,591,1
2537,2023-01-29 08:00:00,361,0
2538,2023-05-17 08:00:00,428,3
2539,2023-03-26 09:00:00,592,0
2540,2023-02-02 08:00:00,503,2
2541,2023-06-08 08:00:00,475,4
2542,2023-05-21 08:00:00,599,0
2543,2023-06-26 09:00:00,351,4
2544,2023-04-13 09:00:00,425,0
2545,2023-05-26 09:00:00,539,3
2546,2023-05-08 08:00:00,535,6
2547,2023-02-01 09:00:00,239,0
2548,2023-04-17 09:00:00,594,5
2549,2023-05-02 09:00:00,446,0
2550,2023-04-19 09:00:00,399,2
2551,2023-03-05 08:00:00,452,3
2552,2023-04-12 09:00:00,472,0
2553,2023-04-28 09:00:00,163,5
2554,2023-01-04 08:00:00,289,0
2555,2023-04-07 09:00:00,448,5
2556,2023-04-10 09:00:00,522,0
2557,2023-05-12 08:00:00,223,2
2558,2023-01-25 08:00:00,396,0
2559,2023-01-12 08:00:00,252,0
2560,2023-02-27 08:00:00,559,2
2561,2023-01-02 09:00:00,66,1
2562,2023-06-28 09:00:00,146,6
2563,2023-02-13 08:00:00,207,3
2564,2023-05-20 09:00:00,269,1
2565,2023-06-09 09:00:00,148,3
2566,2023-03-17 08:00:00,328,6
2567,2023-03-20 09:00:00,292,6
2568,2023-01-23 08:00:00,234,5
2569,2023-03-15 08:00:00,182,4
2570,2023-04-15 09:00:00,334,3
2571,2023-01-27 08:00:00,121,2
2572,2023-06-06 09:00:00,397,0
2573,2023-06-27 08:00:00,120,0
2574,2023-02-21 09:00:00,221,4
2575,2023-05-17 09:00:00,487,0
2576,2023-01-10 08:00:00,165,5
2577,2023-05-28 08:00:00,449,5
2578,2023-03-13 09:00:00,135,0
2579,2023-06-05 09:00:00,540,0
2580,2023-04-12 08:00:00,466,0
2581,2023-06-12 08:00:00,81,1
2582,2023-06-28 08:00:00,193,6
2583,2023-06-23 08:00:00,232,3
2584,2023-03-31 09:00:00,585,0
2585,2023-01-16 08:00:00,512,4
2586,2023-03-30 08:00:00,106,4
2587,2023-01-16 09:00:00,560,0
2588,2023-01-12 09:00:00,116,4
2589,2023-02-26 09:00:00,489,6
2590,2023-03-22 08:00:00,99,3
2591,2023-01-18 09:00:00,300,3
2592,2023-04-17 08:00:00,413,0
2593,2023-04-03 08:00:00,92,3
2594,2023-04-06 09:00:00,441,0
2595,2023-02-04 08:00:00,263,3
2596,2023-06-27 09:00:00,286,5
2597,2023-04-24 09:00:00,487,5
2598,2023-01-05 09:00:00,298,3
2599,2023-06-23 09:00:00,525,4
2600,2023-02-07 08:00:00,199,4
2601,2023-06-12 08:00:00,253,2
2602,2023-02-18 09:00:00,252,1
2603,2023-06-20 09:00:00,219,3
2604,2023-01-30 09:00:00,583,3
2605,2023-04-10 08:00:00,370,0
2606,2023-05-05 08:00:00,370,5
2607,2023-04-05 09:00:00,467,4
2608,2023-03-11 08:00:00,112,0
2609,2023-04-14 09:00:00,348,3
2610,2023-02-21 08:00:00,306,0
2611,2023-05-20 08:00:00,572,2
2612,2023-03-21 08:00:00,295,0
2613,2023-03-08 08:00:00,130,6
2614,2023-03-23 09:00:00,219,5
2615,2023-02-09 09:00:00,497,3
2616,2023-06-16 08:00:00,101,5
2617,2023-04-13 08:00:00,487,0
2618,2023-01-13 08:00:00,218,2
2619,2023-05-21 09:00:00,589,5
2620,2023-04-16 09:00:00,302,0
2621,2023-01-07 08:00:00,116,6
2622,2023-04-10 08:00:00,577,1
2623,2023-01-21 08:00:00,72,4
2624,2023-04-18 09:00:00,358,0
2625,2023-03-18 09:00:00,93,4
2626,2023-02-05 09:00:00,546,3
2627,2023-05-08 09:00:00,326,0
2628,2023-06-11 08:00:00,524,6
2629,2023-04-14 09:00:00,340,0
2630,2023-03-20 09:00:00,481,1
2631,2023-05-01 09:00:00,319,0
2632,2023-06-17 09:00:00,378,2
2633,2023-03-20 08:00:00,357,0
2634,2023-06-17 09:00:00,143,5
2635,2023-01-10 09:00:00,257,5
2636,2023-04-20 08:00:00,403,0
2637,2023-06-09 08:00:00,418,6
2638,2023-01-01 08:00:00,416,2
2639,2023-06-16 08:00:00,295,5
2640,2023-02-11 08:00:00,77,4
2641,2023-02-20 08:00:00,324,0
2642,2023-06-02 09:00:00,139,4
2643,2023-04-24 09:00:00,100,0
2644,2023-06-20 08:00:00,468,6
2645,2023-02-23 08:00:00,515,0
2646,2023-04-19 09:00:00,316,4
2647,2023-04-17 09:00:00,394,4
2648,2023-04-10 09:00:00,172,1
2649,2023-01-07 09:00:00,472,3
2650,2023-04-02 09:00:00,370,6
2651,2023-01-14 09:00:00,265,1
2652,2023-03-23 09:00:00,96,0
2653,2023-06-17 09:00:00,580,5
2654,2023-05-19 09:00:00,233,4
2655,2023-01-13 09:00:00,517,1
2656,2023-06-08 09:00:00,508,0
2657,2023-05-06 09:00:00,561,2
2658,2023-06-17 09:00:00,570,3
2659,2023-04-30 09:00:00,546,0
2660,2023-01-16 08:00:00,151,4
2661,2023-03-07 09:00:00,185,5
2662,2023-01-24 08:00:00,533,3
2663,2023-02-02 08:00:00,292,5
2664,2023-06-07 08:00:00,470,0
2665,2023-04-29 08:00:00,526,0
2666,2023-04-16 09:00:00,427,2
2667,2023-05-02 08:00:00,365,6
2668,2023-05-12 08:00:00,99,4
2669,2023-05-15 08:00:00,430,1
2670,2023-06-05 08:00:00,197,4
2671,2023-01-04 09:00:00,480,3
2672,2023-04-21 08:00:00,474,0
2673,2023-06-06 09:00:00,434,1
2674,2023-01-06 09:00:00,240,1
2675,2023-06-22 08:00:00,214,0
2676,2023-02-18 08:00:00,394,0
2677,2023-03-09 08:00:00,221,3
2678,2023-04-23 08:00:00,333,2
2679,2023-05-09 08:00:00,169,4
2680,2023-02-11 09:00:00,303,6
2681,2023-01-21 08:00:00,254,0
2682,2023-02-06 08:00:00,242,5
2683,2023-05-18 09:00:00,482,3
2684,2023-03-07 08:00:00,376,2
2685,2023-03-11 08:00:00,99,0
2686,2023-03-15 09:00:00,359,0
2687,2023-02-24 08:00:00,186,1
2688,2023-01-31 09:00:00,563,1
2689,2023-01-12 09:00:00,68,4
2690,2023-01-12 08:00:00,116,2
2691,2023-06-09 08:00:00,479,0
2692,2023-01-11 09:00:00,446,5
2693,2023-04-25 09:00:00,462,5
2694,2023-05-14 08:00:00,560,2
2695,2023-04-30 09:00:00,325,0
2696,2023-01-02 09:00:00,220,6
2697,2023-03-14 08:00:00,94,6
2698,2023-01-20 09:00:00,89,4
2699,2023-06-26 08:00:00,277,3
2700,2023-02-08 08:00:00,565,0
2701,2023-04-19 09:00:00,416,2
2702,2023-01-02 08:00:00,595,0
2703,2023-04-24 09:00:00,384,2
2704,2023-02-26 08:00:00,434,0
2705,2023-05-14 08:00:00,360,0
2706,2023-02-06 09:00:00,228,0
2707,2023-04-06 09:00:00,470,0
2708,2023-05-09 09:00:00,367,2
2709,2023-01-28 09:00:00,315,0
2710,2023-04-09 09:00:00,157,4
2711,2023-05-08 08:00:00,141,1
2712,2023-04-19 09:00:00,74,3
2713,2023-02-26 09:00:00,260,6
2714,2023-02-28 08:00:00,207,5
2715,2023-05-22 08:00:00,277,2
2716,2023-06-14 08:00:00,72,0
2717,2023-02-24 08:00:00,549,5
2718,2023-04-21 08:00:00,137,2
2719,2023-03-25 08:00:00,172,3
2720,2023-05-28 09:00:00,248,5
2721,2023-03-22 09:00:00,131,0
2722,2023-03-18 08:00:00,459,5
2723,2023-02-08 09:00:00,191,0
2724,2023-01-08 08:00:00,96,5
2725,2023-01-12 09:00:00,173,3
2726,2023-06-03 08:00:00,417,4
2727,2023-01-13 09:00:00,441,4
2728,2023-05-12 08:00:00,497,4
2729,2023-03-07 08:00:00,512,2
2730,2023-02-28 08:00:00,124,0
2731,2023-04-23 09:00:00,216,4
2732,2023-05-05 09:00:00,507,5
2733,2023-06-23 09:00:00,103,1
2734,2023-06-22 08:00:00,212,3
2735,2023-05-10 08:00:00,176,0
2736,2023-04-05 09:00:00,390,5
2737,2023-06-13 09:00:00,183,2
2738,2023-01-17 08:00:00,109,2
2739,2023-03-31 09:00:00,312,0
2740,2023-06-04 08:00:00,546,4
2741,2023-05-03 08:00:00,272,0
2742,2023-01-29 09:00:00,329,2
2743,2023-04-26 09:00:00,407,5
2744,2023-06-03 09:00:00,391,3
2745,2023-01-09 09:00:00,504,0
2746,2023-05-15 08:00:00,431,2
2747,2023-05-04 09:00:00,542,5
2748,2023-03-09 09:00:00,553,0
2749,2023-01-22 09:00:00,506,4
2750,2023-03-14 09:00:00,550,3
2751,2023-02-24 08:00:00,372,0
2752,2023-03-07 08:00:00,552,3
2753,2023-01-20 08:00:00,510,4
2754,2023-06-15 09:00:00,454,0
2755,2023-03-01 09:00:00,326,0
2756,2023-02-16 09:00:00,248,4
2757,2023-05-08 08:00:00,553,0
2758,2023-06-02 09:00:00,292,0
2759,2023-05-16 08:00:00,134,0
2760,2023-05-06 08:00:00,426,4
2761,2023-06-07 09:00:00,87,0
2762,2023-01-12 09:00:00,333,1
2763,2023-06-29 09:00:00,103,0
2764,2023-03-23 09:00:00,434,1
2765,2023-06-02 08:00:00,217,0
2766,2023-06-29 08:00:00,452,1
2767,2023-02-19 09:00:00,165,5
2768,2023-06-26 08:00:00,332,0
2769,2023-04-16 09:00:00,311,4
2770,2023-05-31 08:00:00,582,5
2771,2023-02-09 09:00:00,412,1
2772,2023-06-06 09:00:00,256,1
2773,2023-05-02 08:00:00,493,0
2774,2023-03-30 09:00:00,143,5
2775,2023-03-05 09:00:00,422,3
2776,2023-06-06 08:00:00,170,1
2777,2023-06-06 09:00:00,547,0
2778,2023-03-03 09:00:00,478,5
2779,2023-05-23 08:00:00,390,3
2780,2023-05-25 08:00:00,276,0
2781,2023-06-02 09:00:00,396,2
2782,2023-03-31 09:00:00,414,0
2783,2023-02-12 08:00:00,280,2
2784,2023-03-15 08:00:00,236,1
2785,2023-04-29 08:00:00,344,4
2786,2023-04-27 08:00:00,402,0
2787,2023-02-20 09:00:00,528,3
2788,2023-03-26 09:00:00,147,3
2789,2023-03-22 08:00:00,179,2
2790,2023-06-09 08:00:00,145,5
2791,2023-01-03 09:00:00,461,0
2792,2023-06-19 08:00:00,175,5
2793,2023-05-20 09:00:00,519,6
2794,2023-02-11 09:00:00,95,4
2795,2023-03-25 08:00:00,452,1
2796,2023-01-30 09:00:00,163,5
2797,2023-03-22 09:00:00,493,5
2798,2023-02-21 09:00:00,121,2
2799,2023-02-23 09:00:00,213,4
2800,2023-01-09 09:00:00,484,1
2801,2023-05-18 09:00:00,479,1
2802,2023-04-16 08:00:00,292,0
2803,2023-03-26 08:00:00,482,0
2804,2023-02-21 09:00:00,316,0
2805,2023-04-20 08:00:00,362,6
2806,2023-03-09 09:00:00,485,0
2807,2023-02-01 08:00:00,570,1
2808,2023-03-31 09:00:00,203,0
2809,2023-01-31 09:00:00,274,3
2810,2023-02-25 09:00:00,426,6
2811,2023-03-03 08:00:00,60,3
2812,2023-06-17 09:00:00,67,3
2813,2023-03-21 08:00:00,270,0
2814,2023-05-09 09:00:00,319,4
